,news,date
1,Investors who worry about the Tesla C.E.O.’s erratic behavior and drug use are not having their concerns allayed.,2018-09-07T10:32:03+0000
2,"The head of accounting departed weeks after he arrived, and the company’s chief held forth in a webcast punctuated by his apparent puffs on a joint.",2018-09-07T14:26:10+0000
3,"The head of accounting departed weeks after he arrived, and the company’s chief held forth in a webcast punctuated by his apparent puffs on a joint.",2018-09-07T14:26:10+0000
4,The departure of Tesla’s senior accountant comes as the electric-car maker is entering a crucial period in which there can be no uncertainty about its financial statements.,2018-09-09T21:42:37+0000
5,The departure of Tesla’s senior accountant comes as the electric-car maker is entering a crucial period in which there can be no uncertainty about its financial statements.,2018-09-09T21:42:37+0000
6,"Two new books, “The Fixer” and “Regulatory Hacking,” explain why disruptive start-ups need to anticipate the regulatory reaction of the industry interests they threaten.",2018-09-12T00:21:23+0000
7,"Technology chief executives were once admired for their force-of-nature personalities and daring. Now boring is the new black (or is it beige?). Except for Elon Musk, of course.",2018-09-12T09:00:10+0000
8,Securities laws were built around the concept that more information is the best protection for shareholders. But companies are striking back at rules.,2018-09-15T00:01:52+0000
9,Securities laws were built around the concept that more information is the best protection for shareholders. But companies are striking back at rules.,2018-09-15T00:01:52+0000
10,Chicagoans have doubts about the dreams of a 12-minute ride to O’Hare. Mayor Rahm Emanuel’s decision not to run again has added to the questions.,2018-09-16T21:51:43+0000
11,Elon Musk says short-sellers are conspiring to bring his company down. Some seasoned investors say it’s just a matter of fundamentals. ,2018-09-17T07:00:06+0000
12,Elon Musk says short-sellers are conspiring to bring his company down. Some seasoned investors say it’s just a matter of fundamentals. ,2018-09-17T07:00:06+0000
13,"Yusaku Maezawa, a Japanese fashion entrepreneur, and several artists would follow a looping path around the moon aboard a new rocket. When the flight might occur is uncertain.",2018-09-17T20:30:04+0000
14,Mr. Musk and the caver butted heads this summer about the high-profile rescue of a group of children trapped in a cave in Thailand.,2018-09-17T21:27:15+0000
15,"The company said the department requested documents after its chief executive, Elon Musk, said he had “funding secured” to take its stock off public markets.",2018-09-18T17:42:24+0000
16,"The company said the department requested documents after its chief executive, Elon Musk, said he had “funding secured” to take its stock off public markets.",2018-09-18T17:42:24+0000
17,A quick take on some of the important finance and business stories of the day.,2018-09-18T23:24:14+0000
18,A quick take on some of the important finance and business stories of the day.,2018-09-18T23:24:14+0000
19,The company can survive its chief executive’s strange behavior. But it cannot escape $11 billion in debt.,2018-09-20T22:05:02+0000
20,The company can survive its chief executive’s strange behavior. But it cannot escape $11 billion in debt.,2018-09-20T22:05:02+0000
21,"A Japanese billionaire, Yusaku Maezawa, wants artists to join him on a pioneering spaceflight. We asked some leading candidates about the idea.",2018-09-24T15:53:44+0000
22,"The Securities and Exchange Commission filed a lawsuit Thursday that accused Mr. Musk, the electric-car manufacturer’s chief executive, of making false and misleading public statements.",2018-09-27T20:25:11+0000
23,"The Securities and Exchange Commission filed a lawsuit Thursday that accused Mr. Musk, the electric-car manufacturer’s chief executive, of making false and misleading public statements.",2018-09-27T20:25:11+0000
24,"The Tesla C.E.O. is accused of fraud by the S.E.C., which could effectively oust him from his current position at the company.",2018-09-28T10:40:28+0000
25,"The Tesla C.E.O. is accused of fraud by the S.E.C., which could effectively oust him from his current position at the company.",2018-09-28T10:40:28+0000
26,Short sellers betting against the electric carmaker may enjoy a bumper payday as the company’s C.E.O. is accused of fraud.,2018-09-28T13:01:48+0000
27,Short sellers betting against the electric carmaker may enjoy a bumper payday as the company’s C.E.O. is accused of fraud.,2018-09-28T13:01:48+0000
28,The stock tumbled nearly 14 percent Friday. The S.E.C.’s lawsuit against Mr. Musk is putting the spotlight on a company in turbulence and celebrity C.E.O.s.,2018-09-28T14:16:55+0000
29,The stock tumbled nearly 14 percent Friday. The S.E.C.’s lawsuit against Mr. Musk is putting the spotlight on a company in turbulence and celebrity C.E.O.s.,2018-09-28T14:16:55+0000
30,The Securities and Exchange Commission is seeking to bar Mr. Musk from ever serving as an officer or director of a public company.,2018-09-28T15:56:02+0000
31,The Securities and Exchange Commission is seeking to bar Mr. Musk from ever serving as an officer or director of a public company.,2018-09-28T15:56:02+0000
32,"The Tesla chief executive, accused of misleading investors on Twitter, walked away from a settlement with relatively light penalties.",2018-09-29T00:20:58+0000
33,"The Tesla chief executive, accused of misleading investors on Twitter, walked away from a settlement with relatively light penalties.",2018-09-29T00:20:58+0000
34,"After walking away from a deal, Tesla’s chief agreed to give up the chairmanship for three years and pay a $20 million fine.",2018-09-29T21:50:32+0000
35,"After walking away from a deal, Tesla’s chief agreed to give up the chairmanship for three years and pay a $20 million fine.",2018-09-29T21:50:32+0000
0,The company is still struggling to produce and deliver its Model 3 cars. It is short on cash. And it still faces investigations by federal authorities.,2018-10-01T00:05:13+0000
1,The company is still struggling to produce and deliver its Model 3 cars. It is short on cash. And it still faces investigations by federal authorities.,2018-10-01T00:05:13+0000
2,"Federal regulators were right to rein in his reckless management, but the company and the global auto industry need him.",2018-10-01T10:00:05+0000
3,"Federal regulators were right to rein in his reckless management, but the company and the global auto industry need him.",2018-10-01T10:00:05+0000
4,"Investors hope a shake-up of Tesla might help it overcome some of its many problems. But so far, Mr. Musk shows few signs of doing things differently.",2018-10-01T11:08:25+0000
5,"Investors hope a shake-up of Tesla might help it overcome some of its many problems. But so far, Mr. Musk shows few signs of doing things differently.",2018-10-01T11:08:25+0000
6,The agency may be doing the dirty work for Tesla’s directors. But it’s unclear whether or not it will work.,2018-10-01T16:26:00+0000
7,The agency may be doing the dirty work for Tesla’s directors. But it’s unclear whether or not it will work.,2018-10-01T16:26:00+0000
8,"Groups of new vehicles are being detected in unexplained locations across the country. Evidence being posted online has raised questions about production, logistics, quality and even demand. ",2018-10-02T00:24:39+0000
9,"Groups of new vehicles are being detected in unexplained locations across the country. Evidence being posted online has raised questions about production, logistics, quality and even demand. ",2018-10-02T00:24:39+0000
10,"The improvement is welcome news for a company that has been rocked by upheaval since Elon Musk, its chief executive, unveiled an abortive buyout plan.",2018-10-02T13:23:45+0000
11,"The improvement is welcome news for a company that has been rocked by upheaval since Elon Musk, its chief executive, unveiled an abortive buyout plan.",2018-10-02T13:23:45+0000
12,"Tesla’s board caved to the company co-founder’s demand, according to people familiar with the board’s decision. Two days later, the company and Mr. Musk settled with regulators.",2018-10-02T23:10:25+0000
13,"Tesla’s board caved to the company co-founder’s demand, according to people familiar with the board’s decision. Two days later, the company and Mr. Musk settled with regulators.",2018-10-02T23:10:25+0000
14,Mr. Musk taunted the agency less than a week after he agreed to step down as Tesla’s chairman to settle its lawsuit against him.,2018-10-04T21:30:00+0000
15,Mr. Musk taunted the agency less than a week after he agreed to step down as Tesla’s chairman to settle its lawsuit against him.,2018-10-04T21:30:00+0000
16,"The automaker needs someone who can rein in Elon Musk, and Mr. Murdoch hasn’t managed to that during his time on the company’s board.",2018-10-11T17:23:07+0000
17,"The automaker needs someone who can rein in Elon Musk, and Mr. Murdoch hasn’t managed to that during his time on the company’s board.",2018-10-11T17:23:07+0000
18,"The Tesla chief executive’s tweets suggest that he may struggle to avoid violating securities laws in the future, which could bring a harsher punishment.",2018-10-12T21:36:06+0000
19,"The Tesla chief executive’s tweets suggest that he may struggle to avoid violating securities laws in the future, which could bring a harsher punishment.",2018-10-12T21:36:06+0000
20,"A surge in sales of the Model 3 helped lift the company’s performance, but big financial and production challenges remain.",2018-10-24T20:34:20+0000
21,"A surge in sales of the Model 3 helped lift the company’s performance, but big financial and production challenges remain.",2018-10-24T20:34:20+0000
22,"Strong earnings reports by Twitter, Microsoft and Tesla have helped lift the market after a brutal day of trading on Wednesday.",2018-10-25T14:09:02+0000
23,"Tesla is relying on showrooms to sell electric cars, solar roofs and batteries. But a California rival has made inroads into the residential business.",2018-10-28T21:23:06+0000
24,"After a frenetic summer, Tesla reported some good results last week. But many more will have to follow.",2018-10-29T13:29:03+0000
25,"After a frenetic summer, Tesla reported some good results last week. But many more will have to follow.",2018-10-29T13:29:03+0000
0,"Robyn Denholm, an Australian executive, was named days before a regulatory deadline for the electric-car maker to replace its chairman.",2018-11-08T08:39:10+0000
1,"Robyn Denholm, an Australian executive, was named days before a regulatory deadline for the electric-car maker to replace its chairman.",2018-11-08T08:39:10+0000
2,"So close to getting their cars, some customers have encountered delays, mix-ups or quality problems as Elon Musk’s operation tries to work out kinks.",2018-11-15T14:00:06+0000
3,"So close to getting their cars, some customers have encountered delays, mix-ups or quality problems as Elon Musk’s operation tries to work out kinks.",2018-11-15T14:00:06+0000
4,"African-American workers have reported threats, humiliation and barriers to promotion at the plant. The automaker says there is no pattern of bias.",2018-11-30T10:00:18+0000
5,"African-American workers have reported threats, humiliation and barriers to promotion at the plant. The automaker says there is no pattern of bias.",2018-11-30T10:00:18+0000
6,"The companies can expect hobbled stock prices as the investigations play out, with penalties and private lawsuits if regulators identify wrongdoing.",2018-11-30T20:57:09+0000
0,Patrick Chappatte draws the year ahead.,2018-12-06T11:00:13+0000
1,"How seriously is Elon Musk taking his recent tussle with the agency? Not too seriously, if a new interview is anything to go by.",2018-12-10T11:42:29+0000
2,"How seriously is Elon Musk taking his recent tussle with the agency? Not too seriously, if a new interview is anything to go by.",2018-12-10T11:42:29+0000
3,We dare you to live through 2018 — again.,2018-12-11T05:11:01+0000
4,"Orbiting instruments are now so small they can be launched by the dozens, and even high school students can build them.",2018-12-11T07:30:11+0000
5,"A planned stretch of wall in Texas may be the first to be built under President Trump. It’s likely to be opposed by landowners, including a wildlife refuge — and possibly SpaceX.",2018-12-13T00:47:22+0000
6,"With revisions to the initial concept, a subterranean transport system provides a one-mile ride under a Los Angeles suburb. (In a Tesla.)",2018-12-19T04:45:28+0000
7,"Demand for the company’s electric cars could weaken in January, when a $7,500 federal tax credit is cut in half for buyers of Tesla’s luxury models.",2018-12-28T10:00:18+0000
8,"Demand for the company’s electric cars could weaken in January, when a $7,500 federal tax credit is cut in half for buyers of Tesla’s luxury models.",2018-12-28T10:00:18+0000
9,The appointment of two independent directors was required by a settlement the company reached with the Securities and Exchange Commission in September.,2018-12-28T16:32:53+0000
10,The appointment of two independent directors was required by a settlement the company reached with the Securities and Exchange Commission in September.,2018-12-28T16:32:53+0000
11,"Stocks had a wild week. Congress, not so much. And federal employees? Well...",2018-12-30T12:00:14+0000
0,"The automaker said sales of the Model 3 sedan increased 13 percent over the previous quarter, but the price cut could signal softening demand.",2019-01-02T16:05:55+0000
1,"The automaker said sales of the Model 3 sedan increased 13 percent over the previous quarter, but the price cut could signal softening demand.",2019-01-02T16:05:55+0000
2,"The private company, which aims to send humans to Mars, will have about 6,000 employees remaining after the companywide layoffs.",2019-01-12T20:21:07+0000
3,Automakers are rolling out models meant to widen the appeal of electric cars. But making it easier and faster to charge them is a crucial challenge.,2019-01-13T23:22:23+0000
4,"The reductions, which amount to 7 percent of Tesla’s work force, were necessary for the company to remain viable, Elon Musk wrote in an email to employees.",2019-01-18T11:42:43+0000
5,"The reductions, which amount to 7 percent of Tesla’s work force, were necessary for the company to remain viable, Elon Musk wrote in an email to employees.",2019-01-18T11:42:43+0000
6,I saw the greatest minds of my generation log 18-hour days — and then boast about #hustle on Instagram. When did performative workaholism become a lifestyle?,2019-01-26T11:00:05+0000
7,The electric-car maker reported a jump in sales and revenue and said it would have enough cash to pay off bonds coming due in March.,2019-01-30T15:38:09+0000
8,The electric-car maker reported a jump in sales and revenue and said it would have enough cash to pay off bonds coming due in March.,2019-01-30T15:38:09+0000
0,The deal is the latest example of how the auto industry is being reshaped by new technologies and nimble companies that have raced ahead of many traditional carmakers.,2019-02-15T14:34:27+0000
1,The deal is the latest example of how the auto industry is being reshaped by new technologies and nimble companies that have raced ahead of many traditional carmakers.,2019-02-15T14:34:27+0000
2,"The departure, one of dozens by senior executives in recent years, is the latest turbulence in the months since federal regulators sued the carmaker.",2019-02-20T14:51:06+0000
3,"The departure, one of dozens by senior executives in recent years, is the latest turbulence in the months since federal regulators sued the carmaker.",2019-02-20T14:51:06+0000
4,"Mr. Musk violated a settlement when he published information about production goals without seeking approval from his company’s lawyers, the Securities and Exchange Commission wrote to a judge.",2019-02-26T00:01:51+0000
5,"Mr. Musk violated a settlement when he published information about production goals without seeking approval from his company’s lawyers, the Securities and Exchange Commission wrote to a judge.",2019-02-26T00:01:51+0000
6,"The Tesla chief executive is in trouble with the U.S. Securities and Exchange Commission again, but he could stand to gain from the strife.",2019-02-27T13:32:20+0000
7,"The Tesla chief executive is in trouble with the U.S. Securities and Exchange Commission again, but he could stand to gain from the strife.",2019-02-27T13:32:20+0000
8,The lower-priced offering comes as sales appear to slow and follows a reduction in the federal tax credit for the company’s electric vehicles.,2019-02-28T22:18:09+0000
9,The lower-priced offering comes as sales appear to slow and follows a reduction in the federal tax credit for the company’s electric vehicles.,2019-02-28T22:18:09+0000
0,The automaker’s long-held plan to sell a cheap electric car will require cost cutting and a descent into unprofitability.,2019-03-01T11:48:52+0000
1,The automaker’s long-held plan to sell a cheap electric car will require cost cutting and a descent into unprofitability.,2019-03-01T11:48:52+0000
2,It should soon be clear if Tesla is the profitable mass-market electric-car maker that Elon Musk has long promised.,2019-03-01T14:40:26+0000
3,It should soon be clear if Tesla is the profitable mass-market electric-car maker that Elon Musk has long promised.,2019-03-01T14:40:26+0000
4,"Plus, Gap breaks up with Old Navy, and artwork that can think for itself.",2019-03-02T20:03:35+0000
5,"Plus, Gap breaks up with Old Navy, and artwork that can think for itself.",2019-03-02T20:03:35+0000
6,"Elon Musk’s shift to online-only sales, after racing to open stores, has raised new questions about the electric-car maker’s outlook.",2019-03-06T17:09:17+0000
7,"Elon Musk’s shift to online-only sales, after racing to open stores, has raised new questions about the electric-car maker’s outlook.",2019-03-06T17:09:17+0000
8,"Here’s how the S.E.C.’s push to hold Mr. Musk in contempt could play out in court, and beyond.",2019-03-08T22:33:36+0000
9,"Here’s how the S.E.C.’s push to hold Mr. Musk in contempt could play out in court, and beyond.",2019-03-08T22:33:36+0000
10,"Plus, disappointing job numbers, Mario Batali is officially out of the restaurant business and Brexit approaches peak mayhem.",2019-03-09T17:40:42+0000
11,"Plus, disappointing job numbers, Mario Batali is officially out of the restaurant business and Brexit approaches peak mayhem.",2019-03-09T17:40:42+0000
12,Elon Musk’s company is reversing course after saying it would close stores to cut costs. It announced a 3 percent price increase on most models.,2019-03-11T12:16:51+0000
13,Elon Musk’s company is reversing course after saying it would close stores to cut costs. It announced a 3 percent price increase on most models.,2019-03-11T12:16:51+0000
14,The Tesla C.E.O.’s lawyers claim that the S.E.C. may be pursuing Mr. Musk out of embarrassment over his criticism of the agency.,2019-03-12T11:07:25+0000
15,The Tesla C.E.O.’s lawyers claim that the S.E.C. may be pursuing Mr. Musk out of embarrassment over his criticism of the agency.,2019-03-12T11:07:25+0000
16,"The German carmaker, responsible for 1 percent of global carbon dioxide emissions, also said it would be carbon neutral by 2050.",2019-03-12T19:01:47+0000
17,Elon Musk’s electric-car company is broadening its vehicle offerings as it looks to increase sales in difficult markets like China and Europe.,2019-03-15T06:04:02+0000
18,"Blame has been cast on events like Brexit, but there are other changes that are reshaping the industry globally.",2019-03-15T07:00:09+0000
19,A compilation of state data indicates a big decline for the electric-car maker after a federal tax credit was reduced.,2019-03-22T09:00:04+0000
20,A compilation of state data indicates a big decline for the electric-car maker after a federal tax credit was reduced.,2019-03-22T09:00:04+0000
21,The shift away from private vehicles will happen faster than we think.,2019-03-22T14:41:19+0000
0,The results followed a series a price cuts aimed at making the company’s electric vehicles affordable to a wider range of customers.,2019-04-04T01:09:33+0000
1,The results followed a series a price cuts aimed at making the company’s electric vehicles affordable to a wider range of customers.,2019-04-04T01:09:33+0000
2,The Securities and Exchange Commission had asked the judge to hold Mr. Musk in contempt of court for a Twitter post about Tesla’s production goal for the year.,2019-04-04T20:25:17+0000
3,The Securities and Exchange Commission had asked the judge to hold Mr. Musk in contempt of court for a Twitter post about Tesla’s production goal for the year.,2019-04-04T20:25:17+0000
4,"Plus, the latest news on Boeing’s plane troubles, and more Brexit angst.",2019-04-06T18:04:40+0000
5,The most powerful rocket now available on Earth will wait another day for its next journey to orbit and back.,2019-04-10T18:46:52+0000
6,"Three top-performing funds each racked up returns of more than 25 percent, helped by bets on small- and mid-cap growth stocks.",2019-04-12T11:30:06+0000
7,"Three top-performing funds each racked up returns of more than 25 percent, helped by bets on small- and mid-cap growth stocks.",2019-04-12T11:30:06+0000
8,"The automaker said its lowest-priced offering would be available only in stores or by phone, just weeks after emphasizing a shift to online sales.",2019-04-12T14:29:39+0000
9,"The automaker said its lowest-priced offering would be available only in stores or by phone, just weeks after emphasizing a shift to online sales.",2019-04-12T14:29:39+0000
10,"Now that shopping for the cheapest Model 3 can’t be done online, a reporter set out to find just how difficult the process was.",2019-04-12T21:13:20+0000
11,"Now that shopping for the cheapest Model 3 can’t be done online, a reporter set out to find just how difficult the process was.",2019-04-12T21:13:20+0000
12,"Plus, The National Enquirer is for sale, and Elon Musk must make nice with the S.E.C.",2019-04-13T18:03:14+0000
13,"Plus, The National Enquirer is for sale, and Elon Musk must make nice with the S.E.C.",2019-04-13T18:03:14+0000
14,The adversaries told a judge they were working to resolve a dispute over Mr. Musk’s statements on financial prospects. Regulators had sought a contempt citation.,2019-04-18T23:06:44+0000
15,The adversaries told a judge they were working to resolve a dispute over Mr. Musk’s statements on financial prospects. Regulators had sought a contempt citation.,2019-04-18T23:06:44+0000
16,"The move, which will reduce the number of directors to seven, is meant to improve corporate governance of the electric car company.",2019-04-20T03:42:14+0000
17,"The move, which will reduce the number of directors to seven, is meant to improve corporate governance of the electric car company.",2019-04-20T03:42:14+0000
18,"Plus, The National Enquirer has a new owner and the country’s economy gets a checkup.",2019-04-20T17:05:30+0000
19,"The electric-car maker plans to show off its latest self-driving vehicle technology, two days before it is expected to announce another quarterly loss.",2019-04-22T11:01:36+0000
20,"The electric-car maker plans to show off its latest self-driving vehicle technology, two days before it is expected to announce another quarterly loss.",2019-04-22T11:01:36+0000
21,"The fire, involving a Tesla sedan in a parking garage, left no one injured, the fire department said. The automaker said it had dispatched a team “at once.”",2019-04-22T12:55:14+0000
22,Mr. Musk said Tesla cars would soon drive themselves and serve as robot taxis. But many experts think autonomous cars are at least several years away.,2019-04-22T23:41:59+0000
23,Mr. Musk said Tesla cars would soon drive themselves and serve as robot taxis. But many experts think autonomous cars are at least several years away.,2019-04-22T23:41:59+0000
24,"The $702 million loss exceeded expectations, but the company reaffirmed its guidance on the year’s deliveries. It said it was open to raising capital.",2019-04-24T21:40:47+0000
25,"The $702 million loss exceeded expectations, but the company reaffirmed its guidance on the year’s deliveries. It said it was open to raising capital.",2019-04-24T21:40:47+0000
26,"Social media platforms have a role in inciting violence, but there’s little evidence to suggest that shutting them down prevents escalation.",2019-04-26T13:00:05+0000
27,"Social media platforms have a role in inciting violence, but there’s little evidence to suggest that shutting them down prevents escalation.",2019-04-26T13:00:05+0000
28,Securities regulators and the chief executive of Tesla came up with a new agreement about when Mr. Musk’s social media posts must be reviewed by a lawyer.,2019-04-26T21:40:50+0000
29,Securities regulators and the chief executive of Tesla came up with a new agreement about when Mr. Musk’s social media posts must be reviewed by a lawyer.,2019-04-26T21:40:50+0000
30,"Plus, Boeing’s plane problems are adding up, and Facebook prepares for a big fine — or a slap on the wrist?",2019-04-27T16:51:58+0000
31,"Plus, Boeing’s plane problems are adding up, and Facebook prepares for a big fine — or a slap on the wrist?",2019-04-27T16:51:58+0000
32,The company said it would slash the cost of solar energy by up to 16 percent by standardizing systems and asking customers to take on more responsibilities.,2019-04-30T07:00:06+0000
33,The company said it would slash the cost of solar energy by up to 16 percent by standardizing systems and asking customers to take on more responsibilities.,2019-04-30T07:00:06+0000
0,"The plan, disclosed in a regulatory filing, comes after the carmaker announced a surprisingly sharp quarterly loss.",2019-05-02T13:27:07+0000
1,"The plan, disclosed in a regulatory filing, comes after the carmaker announced a surprisingly sharp quarterly loss.",2019-05-02T13:27:07+0000
2,"The Twitter chief executive is tech’s foremost manfluencer, guiding his followers toward optimum cognitive performance. Or, at least, hunger.",2019-05-02T15:09:59+0000
3,The automaker will sell about $2 billion in stock and bonds to help fund its operations after a worse-than-expected first quarter.,2019-05-03T10:12:53+0000
4,The automaker will sell about $2 billion in stock and bonds to help fund its operations after a worse-than-expected first quarter.,2019-05-03T10:12:53+0000
5,"Plus, Stephen Moore won’t be nominated for a Fed seat after all — but why?",2019-05-04T17:02:27+0000
6,"If the mission is successful, it could point the way toward an important new line of business for the private rocket company.",2019-05-24T00:00:07+0000
7,"The pay package Tesla promised to Elon Musk is so large that in order to display it accurately, we had to add an extra dimension to the graphic.",2019-05-24T14:00:05+0000
8,"Compensation for top bosses grew at double the pace of ordinary workers’ wages, according to our annual analysis. Topping the list: Elon Musk, with a $2.3 billion package.",2019-05-24T14:05:16+0000
0,Images of the Starlink constellation in orbit have rattled astronomers around the world.,2019-06-01T09:00:12+0000
1,Few companies have created such strong and divergent opinions across Wall Street as Tesla. But that divide appears to be narrowing.,2019-06-03T09:00:05+0000
2,Few companies have created such strong and divergent opinions across Wall Street as Tesla. But that divide appears to be narrowing.,2019-06-03T09:00:05+0000
3,Elon Musk’s electric-car company began the year with high expectations. But it has confronted a series of problems and a loss of investor confidence.,2019-06-10T09:00:08+0000
4,Elon Musk’s electric-car company began the year with high expectations. But it has confronted a series of problems and a loss of investor confidence.,2019-06-10T09:00:08+0000
5,"“We’ve tried to turn down the hype and make people understand how hard this is,” says Gill Pratt, an expert in robotics and head of the Toyota Research Institute.",2019-06-20T18:55:09+0000
6,"“We’ve tried to turn down the hype and make people understand how hard this is,” says Gill Pratt, an expert in robotics and head of the Toyota Research Institute.",2019-06-20T18:55:09+0000
7,"You’ll need to charge your vehicle more often than filling a gas tank, it takes longer, and the chargers can be scarce. Here’s how one road trip went.",2019-06-22T07:00:06+0000
0,"The 95,200 vehicles beat the mark set in last year’s final quarter, the electric-car maker said. But it may be hard pressed to meet its 2019 target.",2019-07-02T20:31:38+0000
1,"The 95,200 vehicles beat the mark set in last year’s final quarter, the electric-car maker said. But it may be hard pressed to meet its 2019 target.",2019-07-02T20:31:38+0000
2,"After 50 years of Apollo nostalgia, we have yet to fully answer the central question: Why send humans into space?",2019-07-15T13:32:02+0000
3,"A San Francisco company financed by Mr. Musk, Neuralink says it has created a device that could one day wire data links directly to the brain.",2019-07-17T03:00:09+0000
4,"OpenAI, now managed by start-up guru Sam Altman, wants to create a machine that can do anything the human brain can do. Skeptics wonder if it is possible.",2019-07-22T13:00:07+0000
5,The carmaker delivered a record number of cars in the second quarter but still lost money because sales of higher-priced models lagged.,2019-07-24T18:31:13+0000
6,The carmaker delivered a record number of cars in the second quarter but still lost money because sales of higher-priced models lagged.,2019-07-24T18:31:13+0000
0,I went to Mr. Epstein’s Manhattan mansion to talk about Tesla. We ended up discussing much more — including his belief that sex with teenage girls should be acceptable.,2019-08-12T21:53:27+0000
1,I went to Mr. Epstein’s Manhattan mansion to talk about Tesla. We ended up discussing much more — including his belief that sex with teenage girls should be acceptable.,2019-08-12T21:53:27+0000
2,A lawsuit complains of “years of gross negligence” in installing and maintaining equipment at hundreds of locations.,2019-08-20T21:22:50+0000
3,"Once the epitome of luxury, the high-end General Motors line is attempting another makeover to catch up with rivals that have overtaken it.",2019-08-27T07:00:09+0000
0,The founder of the private launch company presented new details about its next major rocket.,2019-09-28T17:13:09+0000
1,"Elon Musk delivered an update on his company’s Starship prototype, which faces business challenges and neighbors not happy to live so close to its test site.",2019-09-29T12:29:17+0000
0,The pace may allow the electric-car maker to fulfill its forecast for the year. But analysts are skeptical that sales are enough to yield a profit.,2019-10-02T20:52:59+0000
1,The pace may allow the electric-car maker to fulfill its forecast for the year. But analysts are skeptical that sales are enough to yield a profit.,2019-10-02T20:52:59+0000
2,"Gas or electric, all cars need to be refueled in some way, the police in Fremont, Calif., said.",2019-10-03T09:00:09+0000
3,"The space agency’s administrator, Jim Bridenstine, met Elon Musk at SpaceX headquarters on Thursday to review progress toward launching NASA astronauts.",2019-10-10T13:00:04+0000
4,"The electric-car maker’s revenue declined, but it said it had removed “substantial cost” from its operations.",2019-10-23T21:21:27+0000
5,"The electric-car maker’s revenue declined, but it said it had removed “substantial cost” from its operations.",2019-10-23T21:21:27+0000
6,"Plus, the Fed seems poised to cut interest rates again.",2019-10-27T11:00:06+0000
0,The National Highway Traffic Safety Administration is looking into why a number of Tesla vehicles have spontaneously burst into flames.,2019-11-02T01:28:00+0000
1,The Tesla chief executive announced that he was “going offline” and that he was “not sure about good of Twitter.”,2019-11-02T02:44:01+0000
2,The Tesla chief executive announced that he was “going offline” and that he was “not sure about good of Twitter.”,2019-11-02T02:44:01+0000
3,"Various companies are pressing ahead with plans for internet service from space, which has prompted astronomers to voice concerns about the impact on research from telescopes on Earth.",2019-11-11T11:50:27+0000
4,"Tesla’s chairman, Elon Musk, provided few details about the plant, which would be Tesla’s first major factory in Europe.",2019-11-13T10:21:46+0000
5,"Tesla’s chairman, Elon Musk, provided few details about the plant, which would be Tesla’s first major factory in Europe.",2019-11-13T10:21:46+0000
6,The explorer had filed a lawsuit last year after Mr. Musk accused him of being a “pedo guy.” Mr. Musk wanted the case thrown out.,2019-11-20T03:32:41+0000
7,"Elon Musk’s announcement of a factory in Germany took the industry by surprise, but the deal had been in the works for months.",2019-11-20T21:15:51+0000
8,"Elon Musk’s announcement of a factory in Germany took the industry by surprise, but the deal had been in the works for months.",2019-11-20T21:15:51+0000
9,"Elon Musk’s car company presented its long-awaited pickup truck, but it didn’t quite go as planned. (Broken windows were involved.)",2019-11-21T21:04:22+0000
10,"Elon Musk’s car company presented its long-awaited pickup truck, but it didn’t quite go as planned. (Broken windows were involved.)",2019-11-21T21:04:22+0000
11,"Tesla yesterday unveiled his company’s new “Cybertruck,” an electric pickup that it hopes will rival Ford’s F-150.",2019-11-22T11:26:15+0000
12,"Tesla yesterday unveiled his company’s new “Cybertruck,” an electric pickup that it hopes will rival Ford’s F-150.",2019-11-22T11:26:15+0000
13,What should we make of videos that seem to show Tesla drivers napping while their cars zip along on Autopilot?,2019-11-27T21:06:27+0000
14,What should we make of videos that seem to show Tesla drivers napping while their cars zip along on Autopilot?,2019-11-27T21:06:27+0000
0,The Tesla billionaire took the stand in a civil defamation trial in Los Angeles.,2019-12-03T21:45:31+0000
1,The Tesla billionaire took the stand in a civil defamation trial in Los Angeles.,2019-12-03T21:45:31+0000
2,"As the billionaire’s defamation trial in Los Angeles entered its third day, a professor testified that the Twitter message had generated hundreds of articles.",2019-12-06T00:29:51+0000
3,"As the billionaire’s defamation trial in Los Angeles entered its third day, a professor testified that the Twitter message had generated hundreds of articles.",2019-12-06T00:29:51+0000
4,"The question isn’t so easy to answer. Also, Google’s founders stepped away just as their company enters a turbulent adulthood.",2019-12-06T14:00:12+0000
5,A jury found that the Tesla billionaire did not defame a cave explorer in a dispute over a rescue effort in Thailand last year.,2019-12-06T22:43:07+0000
6,A jury found that the Tesla billionaire did not defame a cave explorer in a dispute over a rescue effort in Thailand last year.,2019-12-06T22:43:07+0000
7,A tank that drives itself. A drone that picks its own targets. A machine gun with facial-recognition software. Sound like science fiction? Weapons powered by artificial intelligence are already here.,2019-12-13T09:45:04+0000
8,An oral history of the 2010s,2019-12-16T02:09:03+0000
9,"T. Rowe Price led a new funding round for the start-up, a potential competitor to Tesla that was already backed by Amazon and Ford.",2019-12-23T23:59:11+0000
10,"After a two-month surge, the electric-car maker is now above the share price offered last year in an abortive bid to take the company private.",2019-12-24T10:00:22+0000
11,"After a two-month surge, the electric-car maker is now above the share price offered last year in an abortive bid to take the company private.",2019-12-24T10:00:22+0000
0,"Sales doubled in 2019, but the industry’s tipping point — severing ties to the gas pump — still lies ahead. These cars will help make that happen.",2020-01-01T08:00:13+0000
